epoch,accuracy,loss,val_accuracy,val_loss
44,0.636211633682251,0.9673134684562683,0.6173028945922852,1.0452020168304443
45,0.6400083303451538,0.9584286212921143,0.6090832948684692,1.0765396356582642
46,0.6424466371536255,0.9624387621879578,0.6086653470993042,1.0464348793029785
47,0.6400780081748962,0.962968647480011,0.6164669990539551,1.0614311695098877
48,0.6466613411903381,0.95448899269104,0.623572051525116,1.0308243036270142
49,0.6434915661811829,0.9506629109382629,0.6107550859451294,1.0764983892440796
50,0.6432129144668579,0.9483479261398315,0.6184173822402954,1.046936273574829
51,0.6446759104728699,0.955684244632721,0.6136807203292847,1.0608080625534058
52,0.64937824010849,0.9441706538200378,0.6143772602081299,1.0633589029312134
53,0.6469051241874695,0.946566641330719,0.6140986084938049,1.0488783121109009
54,0.6487164497375488,0.9441751837730408,0.6191139817237854,1.0344581604003906
55,0.6491692662239075,0.9396212100982666,0.607968807220459,1.099816083908081
56,0.6523041725158691,0.937004029750824,0.61604905128479,1.0686038732528687
57,0.6494130492210388,0.9355970025062561,0.6146559119224548,1.0735759735107422
58,0.6511895060539246,0.9360480904579163,0.6110337376594543,1.0897839069366455
59,0.6535929441452026,0.926371693611145,0.6351351141929626,1.027738332748413
60,0.6555783748626709,0.9307411909103394,0.6096405386924744,1.0760067701339722
61,0.6525479555130005,0.9316467642784119,0.6341599225997925,1.0033047199249268
62,0.6566581726074219,0.9237313270568848,0.6114516854286194,1.082027554512024
63,0.6544637680053711,0.927284836769104,0.6185566782951355,1.0430775880813599
64,0.6546030640602112,0.9268746376037598,0.623293399810791,1.0399465560913086
65,0.6549862623214722,0.921719491481781,0.6214823126792908,1.0533969402313232
66,0.654742419719696,0.9228197336196899,0.6191139817237854,1.0290993452072144
67,0.6540457606315613,0.9180952906608582,0.6260796785354614,1.0184656381607056
68,0.6564143896102905,0.9155128002166748,0.6315129399299622,1.0171406269073486
69,0.6580514907836914,0.9132135510444641,0.6051825284957886,1.0772444009780884
70,0.6596189141273499,0.9143453240394592,0.6220395565032959,1.0468336343765259
71,0.6591660976409912,0.9132034182548523,0.6143772602081299,1.0398402214050293
72,0.6630324721336365,0.9115159511566162,0.6231541037559509,1.0527582168579102
73,0.6592357754707336,0.9099916219711304,0.6053218245506287,1.0981075763702393
74,0.6805183291435242,0.8644084930419922,0.6446084976196289,0.9915007948875427
75,0.6846981644630432,0.8512344360351562,0.6414042711257935,0.9911507964134216
76,0.6849071979522705,0.8452362418174744,0.6447478532791138,0.9884454011917114
77,0.690236508846283,0.8371975421905518,0.6415436267852783,0.9913110136985779
78,0.6911770105361938,0.8376010656356812,0.6426581144332886,0.9939639568328857
79,0.6909679770469666,0.8328725695610046,0.6436333060264587,0.9940487742424011
80,0.6906545162200928,0.8355536460876465,0.6416829228401184,0.9992678761482239
81,0.6952871680259705,0.8273593783378601,0.646140992641449,0.9958003163337708
82,0.694520890712738,0.8279985189437866,0.6453050971031189,0.9945178031921387
83,0.694520890712738,0.8244632482528687,0.6436333060264587,0.9899840354919434
84,0.6947647333145142,0.8271801471710205,0.6412649750709534,0.9939553737640381
85,0.6938242316246033,0.8252286314964294,0.6466982364654541,0.9849708676338196
86,0.6977254748344421,0.8231151103973389,0.6446084976196289,0.9912531971931458
87,0.6948692202568054,0.8217726945877075,0.637782096862793,1.002008318901062
88,0.6915252804756165,0.8237292766571045,0.6436333060264587,0.9954899549484253
89,0.6978647708892822,0.8192815184593201,0.6455837488174438,0.9911059737205505
90,0.6959141492843628,0.8200013041496277,0.6400111317634583,1.0007764101028442
91,0.6976209282875061,0.8198697566986084,0.6443299055099487,0.9979784488677979
92,0.693998396396637,0.8240635991096497,0.6430760622024536,0.9937648177146912
93,0.6995018720626831,0.8150805830955505,0.6427974104881287,0.993231475353241
94,0.6989445686340332,0.8156060576438904,0.6482307314872742,0.9886140823364258
95,0.6960186958312988,0.8189067840576172,0.6451658010482788,0.9938585162162781
96,0.6984220743179321,0.8100590705871582,0.6457230448722839,0.9898377060890198
97,0.6962624788284302,0.8172382712364197,0.639314591884613,0.9984257817268372
98,0.6984220743179321,0.8048428297042847,0.6440512537956238,0.9947516322135925
99,0.7006862163543701,0.8085071444511414,0.6426581144332886,0.9940492510795593
100,0.699362576007843,0.8046421408653259,0.6432153582572937,0.9947913885116577
101,0.701522171497345,0.8017560839653015,0.6434940099716187,0.995097815990448
102,0.7006165385246277,0.8057804703712463,0.645862340927124,0.9940462112426758
103,0.699641227722168,0.8038111329078674,0.6453050971031189,0.9940950870513916
104,0.6993973851203918,0.8071916699409485,0.6453050971031189,0.9927166700363159
105,0.7018356323242188,0.7998438477516174,0.6447478532791138,0.9932669997215271
106,0.7006862163543701,0.8044717311859131,0.6426581144332886,0.9944301843643188
107,0.6982131004333496,0.8110300898551941,0.6433547139167786,0.9940316677093506
108,0.7008255124092102,0.8098905086517334,0.6447478532791138,0.9929016828536987
109,0.7028806209564209,0.805020809173584,0.6439119577407837,0.9939117431640625
